name,kv_anhhuong,time_start,lon,lat,level,disaster_level,type
Động đất tại Kon Tum,Xã Măng Buk - huyện Kon Plông - tỉnh Kon Tum,2022-09-18T02:49:00,108.175,14.819,0,,Động đất
Sạt lở đất tại An Giang,Ấp Bình Chiến - xã Bình Long - huyện Châu Phú - tỉnh An Giang,2022-09-22T07:30:00,105.232967,10.536719,0,,Sạt lở đất
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-09-23T12:38:00,108.255,14.863,0,,Động đất
Động đất tại Kon Tum,xã Đăk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-09-24T17:48:00,108.239,14.85,0,,Động đất
Mưa lớn gây ngập tại Cà Mau,Xã Khánh Bình Tây - huyện Trần Văn Thời - tỉnh Cà Mau,2022-11-01T15:00:00,104.83334,9.181381,0,,Mưa lớn
Sạt lở đất tại Quảng Trị,Xã A Ngo - huyện Đakrông - tỉnh Quảng Trị,2022-12-02T05:00:00,106.987716,16.341305,0,,Sạt lở đất
Động đất tại Kon Tum,Xã Đắk Tăng - huyện Kon Plông - tỉnh Kon Tum,2022-10-24T23:03:00,108.276,14.829,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-09-27T11:06:00,108.25,14.929,0,,Động đất
Dông lốc tại Cà Mau,Xã Tam Giang Tây - huyện Ngọc Hiển - tỉnh Cà Mau,2022-09-25T16:00:00,105.083713,8.769287,0,,Lốc
Mưa lớn gây ngập úng tại Thái Bình,"Các huyện Vũ Thư, Thái Thụy, Hưng Hà, Đông Hưng - tỉnh Thái Bình",2022-09-28T17:00:00,106.194272,20.584283,0,,Ngập lụt
Động đất tại Sơn La,xã Phiêng Luông - huyện Mộc Châu - tỉnh Sơn La,2022-10-03T13:15:00,104.755,20.854,0,,Động đất
Áp thấp nhiệt đới,Biển Đông,2022-10-21T13:00:00,115.7,19.7,7,3,Áp thấp nhiệt đới
CƠN BÃO SỐ 4,Biển Đông,2022-09-24T01:00:00,105.8,15.9,15,4,Bão
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-10-01T20:41:00,108.233,14.851,0,,Động đất
,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-10-01T02:51:00,108.25,14.945,0,,Động đất
Mưa lớn tại Yên Bái,"Huyện Trạm Tấu, Văn Yên - tỉnh Yên Bái",2022-09-29T23:00:00,104.395454,21.44654,0,,Mưa lớn
Động đất tại Sơn La,Xã Phiêng Luông - Huyện Mộc Châu - Tỉnh Sơn La,2022-10-02T08:57:00,104.73,20.812,0,,Động đất
Động đất tại Kon Tum,Xã Măng Buk - huyện Kon Plông - tỉnh Kon Tum,2022-10-05T12:28:00,108.222,14.904,0,,Động đất
Động đất tại Kon Tum,Xã Đăk Tăng - huyện Kon Plông - tỉnh Kon Tum,2022-10-05T14:00:00,108.28,14.845,0,,Động đất
Động đất tại Kon Tum,xã Đăk Năng - huyện Kon Plông - tỉnh Kon Tum,2022-10-10T18:28:00,108.182,14.971,0,,Động đất
Động đất tại Kon Tum,xã Đăk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-10-10T16:15:00,108.237,14.865,0,,Động đất
Ngập tại Vĩnh Long,"Huyện Bình Tân, Long Hồ, Tam Bình, Vũng Liêm - tỉnh Vĩnh Long",2022-10-06T07:00:00,106.187599,10.087769,0,,Ngập lụt
Lốc tại Bình Thuận,Xã Trà Tân - huyện Đức Linh - tỉnh Bình Thuận,2022-11-21T16:00:00,107.470865,11.059416,0,,Lốc
Lũ tại Bình Thuận,Xã La Dạ - huyện Hàm Thuận Bắc - tỉnh Bình Thuận,2022-10-09T10:00:00,107.872179,11.218801,0,,Lũ
Mưa lớn ở Trung Bộ,Các tỉnh từ Quảng Bình đến Phú Yên,2022-10-10T00:00:00,108.624858,15.183144,0,1,Mưa lớn
Sạt lở đất tại An Giang,Xã Hoà Mỹ Hưng - TP Long Xuyên - Tỉnh An Giang,2022-10-10T06:00:00,105.435797,10.415963,0,,Sạt lở đất
Động đất tại Kon Tum,Xã Đắk Năng - huyện Kon Plông - tỉnh Kon Tum,2022-10-12T14:00:00,108.205,14.973,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-10-27T15:28:00,108.261,14.896,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-10-13T11:21:00,108.245,14.886,0,,Động đất
CƠN BÃO SỐ 5,"Quảng Nam, Quảng Ngãi",2022-10-12T07:00:00,108.3,15.2,9,3,Bão
CƠN BÃO SỐ 6,vùng biển Quảng Bình đến Thừa Thiên Huế,2022-10-15T13:00:00,108.2,17.4,12,3,Bão
Động đất tại Kon Tum,Xã Đắk Tăng - huyện Kon Plông - tỉnh Kon Tum,2022-10-19T08:35:00,108.252,14.812,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-10-19T02:56:00,108.253,14.829,0,,Động đất
Mưa lớn gây lũ quét tại Bình Thuận,Các xã Thắng Hải và Tân Thắng - huyện Hàm Tân - tỉnh Bình Thuận,2022-10-19T10:00:00,107.596749,10.603366,0,,Lũ quét
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-10-21T22:08:00,108.251,14.932,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-11-22T18:17:00,108.251,14.897,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Tăng - huyện Kon Plông - tỉnh Kon Tum,2022-11-22T22:44:00,108.286,14.808,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Ring  - huyện Kon Plông - tỉnh Kon Tum,2022-11-22T20:29:00,108.241,14.876,0,,Động đất
Động đất tại Kon Tum,Xã Măng Búk - huyện Kon Plông - tỉnh Kon Tum,2022-10-24T12:19:00,108.174,14.95,0,,Động đất
Động đất tại KonTum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-10-25T10:19:00,108.251,14.924,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Tăng - huyện Kon Plông - tỉnh Kon Tum,2022-10-25T13:09:00,108.209,14.837,0,,Động đất
Ngập úng tại Cà Mau,"Các huyện Năm Căn, Trần Văn Thời - tỉnh Cà Mau",2022-10-31T10:00:00,104.825959,9.040196,0,,Ngập lụt
Động đất tại Kon Tum,Xã Măng Búk - huyện Kon Plông - tỉnh Kon Tum,2022-10-27T15:02:00,108.2,14.913,0,,Động đất
Động đất tại Nghệ An,Xã Tam Hợp - huyện Tương Dương - tỉnh Nghệ An,2022-10-31T02:55:00,104.458,19.142,0,,Động đất
Triều cường tại Cà Mau,Xã Khánh Hội - huyện U Minh - tỉnh Cà Mau,2022-07-11T17:00:00,104.830491,9.345641,0,,Ngập lụt
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-10-30T03:20:00,108.232,14.917,0,,Động đất
Mưa lớn tại Bà Rịa - Vũng Tàu,Tỉnh Bà Rịa - Vũng Tàu,2022-10-18T18:00:00,107.186079,10.497709,0,,Mưa lớn
Rét hại tại Bắc Bộ và Trung Bộ,Các tỉnh khu vực Bắc Bộ và Trung Bộ,2022-11-30T07:00:00,103.23389,22.365648,0,,Rét hại
Mưa lớn gây ngập úng tại Bình Định,Thành phố Quy Nhơn - tỉnh Bình Định,2022-11-20T17:00:00,109.210812,13.803376,0,,Ngập lụt
Ngập úng tại Khánh Hòa,Pphường Vĩnh Phước - thành phố Nha Trang - tỉnh Khánh Hòa,2022-10-30T23:00:00,109.187931,12.259371,0,,Ngập lụt
Động đất tại Kon Tum,Xã Đăk Năng - huyện Kon Plông - tỉnh Kon Tum,2022-11-03T11:53:00,108.187,14.976,0,,Động đất
CƠN BÃO SỐ 7,Vùng biển phía Nam tỉnh Quảng Đông (Trung Quốc),2022-10-28T13:00:00,112.8,22.5,10,3,Bão
Động đất tại Kon Tum,Xã Đắk Tăng - huyện Kon Plông - tỉnh Kon Tum,2022-11-03T12:41:00,108.257,14.815,0,,Động đất
Động đất tại Kon Tum,"Xã Ngọc Yêu, huyện Tu Mơ Rông, tỉnh Kon Tum",2022-11-05T17:27:00,108.104,14.885,0,0,Động đất
Ngập tại Tây Ninh,"Xã Suối Đá, Phan - huyện Dương Minh Châu - tỉnh Tây Ninh",2022-11-05T18:00:00,106.188183,11.338469,0,,Ngập lụt
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-11-06T14:10:00,108.268,14.859,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Tăng - huyện Kon Plông - tỉnh Kon Tum,2022-11-06T04:29:00,108.241,14.817,0,,Động đất
Lốc tại Cà Mau,Xã Đất Mới - huyện Năm Căn - tỉnh Cà Mau,2022-11-07T05:00:00,104.956422,8.772191,0,,Lốc
Mưa lớn gây ngập lụt tại Cà Mau,xã An Xuyên - thành phố Cà Mau - tỉnh Cà Mau,2022-11-03T09:00:00,105.182077,9.21899,0,,Ngập lụt
Động đất tại Kon Tum,Xã Ngọk Tem - huyện Kon Plông - tỉnh Kon Tum,2022-11-08T19:41:00,108.305,14.847,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-11-08T20:32:00,108.255,14.842,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-11-08T18:01:00,108.244,14.86,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Tăng - huyện Kon Plông - tỉnh Kon Tum,2022-11-14T00:20:00,108.285,14.805,0,,Động đất
Động đất tại Kon Tum,"huyện Kon Plông, tỉnh Kon Tum",2022-11-15T22:32:00,108.226,14.875,0,0,Động đất
Động đất tại Kon Tum,"huyện Kon Plông, tỉnh Kon Tum",2022-11-15T23:49:00,108.21,14.928,0,0,Động đất
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-11-20T22:56:00,108.248,14.855,0,,Động đất
Mưa lớn kết hợp triều cường dâng cao tại Cà Mau,"Thị trấn Cái Đôi Vàm, xã Tân Hải, xã Phú Tân - huyện Phú Tân - tỉnh Cà Mau",2022-07-12T17:00:00,104.800626,8.861339,0,,Ngập lụt
Sóng lớn kết hợp triều cường gây sạt lở bờ biển tại Bình Thuận,"Phường Mũi Né, Phường Thanh Hải - thành phố Phan Thiết - tỉnh Bình Thuận",2022-07-12T07:00:00,108.281714,10.92864,0,,Gió mạnh trên biển
 Mưa lớn tại Nghệ An,Huyện Hưng Nguyên - Tỉnh Nghệ An,2022-11-23T14:00:00,105.639448,18.637668,0,,Mưa lớn
Động đất tại Lai Châu,Xã Pa Vệ Sử - huyện Mường Tè - tỉnh Lai Châu,2022-11-21T02:31:00,102.779,22.542,0,,Động đất
Động đất tại Kon Tum,"Xã Đắk Ring, huyện Kon Plông, tỉnh Kon Tum",2022-11-30T10:07:00,108.29,14.936,0,,Động đất
Sét tại Bình Phước,"Xã Đồng Nai, huyện Bù Đăng, tỉnh Bình Phước",2022-11-17T14:00:00,107.330997,11.80718,0,,Sét
Động đất tại Hà Giang,Phường Minh Khai - Thành phố Hà Giang - tỉnh Hà Giang,2022-11-28T05:42:00,104.989,22.819,0,,Động đất
Mưa lớn tại Hà Giang,"Huyện Bắc Mê, Huyện Vị Xuyên - Tỉnh Hà Giang",2022-11-17T18:00:00,105.266105,22.782286,0,,Mưa lớn
Sạt lở đất tại Cà Mau,"ấp Rạch Vẹt, xã Hiệp Tùng, huyện Năm Căn, tỉnh Cà Mau",2022-11-27T18:00:00,105.136064,8.824568,0,,Sạt lở đất
Sạt lở đất tại Cà Mau,"ấp Khai Long, xã Đất Mũi, huyện Ngọc Hiển, tỉnh Cà Mau",2022-11-27T15:10:00,104.832943,8.580323,0,,Sạt lở đất
Mưa lớn gây sạt lở đất tại Thừa Thiên Huế,Xã Hương Phú - huyện Nam Đông - tỉnh Thừa Thiên Huế,2022-12-02T14:00:00,107.726857,16.200805,0,,Sạt lở đất
Sạt lở đất tại Bình Định,Xã Mỹ Đức - huyện Phù Mỹ - tỉnh Bình Định,2022-12-18T22:00:00,109.121589,14.374571,0,,Sạt lở đất
Động đất tại Vân Nam (Trung Quốc),Tỉnh Vân Nam - Trung Quốc,2022-12-26T15:34:00,103.533,23.156,0,,Động đất
Sạt lở đất tại Cà Mau,"ấp Nhà Luận, xã Tam Giang, huyện Năm, tỉnh Cà Mau",2022-11-27T12:00:00,105.189985,8.805722,0,,Sạt lở đất
Sạt lở đất tại Cà Mau,"Ấp Khai Long, xã Đất Mũi, Huyện Ngọc Hiển, tỉnh Cà Mau",2022-11-26T10:30:00,104.828149,8.572762,0,,Sạt lở đất
Lốc tại Cà Mau,"ấp Chà Là, xã Tam Giang, huyện Năm Căn, tỉnh Cà Mau",2022-11-25T23:00:00,105.210983,8.802997,0,,Lốc
Dông lốc tại Sóc Trăng,Thị trấn Lịch Hội Thượng - huyện Trần Đề - tỉnh Sóc Trăng,2022-12-02T17:15:00,106.151389,9.456446,0,,Lốc
Mưa lớn gây lũ tại Thừa Thiên Huế,Thị trấn Phú Lộc - huyện Phú Lộc -  tỉnh Thừa Thiên Huế,2022-12-03T13:15:00,107.695296,16.252199,0,,Lũ
Mưa lớn tại Quảng Nam,"Huyện Phước Sơn, Nông Sơn, Bắc Trà My - tỉnh Quảng Nam",2022-12-02T06:00:00,108.101139,15.709712,0,,Mưa lớn
Mưa lớn gây ngập úng tại Thừa Thiên Huế,xã Lộc Trì - huyện Phú Lộc - tỉnh Thừa Thiên Huế,2022-12-02T13:00:00,107.892068,16.268757,0,,Ngập lụt
Lốc tại An Giang,"Huyện Phú Tân, Châu Phú, An Phú và Thành phố Châu Đốc - tỉnh An Giang",2022-12-03T20:00:00,105.093895,10.692708,0,,Lốc
Dông lốc tại Cà Mau,Xã Hiệp Tùng - huyện Năm Căn - tỉnh Cà Mau,2022-08-04T01:00:00,105.078795,8.841141,0,,Lốc
Động đất tại Kon Tum,Xã Đăk Năng - huyện Kon Plông - tỉnh Kon Tum,2022-12-26T19:11:00,108.158,14.99,0,,Động đất
Sạt lở đất tại Bình Định,Xã Mỹ Thắng - huyện Phù Mỹ - tỉnh Bình Định,2022-12-07T09:00:00,109.158534,14.312672,0,,Sạt lở đất
Động đất tại Kon Tum,"Tỉnh Vân Nam - Trung Quốc (cách huyện Bát Sát, tỉnh Lào Cai khoảng 46 km)",2022-12-08T13:12:00,103.533,23.202,0,,Động đất
Động đất tại Kon Tum,Xã Ngọk Tem - huyện Kon Plông - tỉnh Kon Tum,2022-12-11T02:28:00,108.398,14.733,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-12-11T05:40:00,108.246,14.851,0,,Động đất
Động đất tại Kon Tum,Xã Ngọk Tem - huyện Kon Plông - tỉnh Kon Tum,2022-12-11T00:45:00,108.412,14.738,0,,Động đất
Động đất tại Kon Tum,Xã Ngọk Tem - huyện Kon Plông - tỉnh Kon Tum,2022-12-11T00:41:00,108.412,14.738,0,,Động đất
Động đất tại Kon Tum,Xã Ngọk Tem - huyện Kon Plông - tỉnh Kon Tum,2022-12-11T23:23:00,108.321,14.782,0,,Động đất
Động đất tại Kon Tum,"Xã Ngọk Tem, huyện Kon Plông, tỉnh Kon Tum",2022-12-13T09:45:00,108.306,14.828,0,,Động đất
Động đất tại Kon Tum,"Xã Đắk Tăng, huyện Kon Plông, tỉnh Kon Tum",2022-12-14T01:50:00,108.28,14.812,0,,Động đất
Động đất tại Kon Tum,"Xã Ngọk Tem, huyện Kon Plông, tỉnh Kon Tum",2022-12-14T02:01:00,108.315,14.798,0,,Động đất
Động đất tại Kon Tum,Xã Măng Búk - huyện Kon Plông - tỉnh Kon Tum,2022-12-14T09:40:00,108.22,14.904,0,,Động đất
Động đất tại Hòa Bình,Xã Trung Thành - huyện Đà Bắc - tỉnh Hòa Bình,2022-12-14T15:08:00,105.112,20.861,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-12-15T08:07:00,108.23,14.925,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-12-14T21:09:00,108.243,14.82,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-12-15T14:30:00,108.226,14.936,0,,Động đất
Động đất tại Kon Tum,Xã Măng Buk - huyện Kon Plông - tỉnh Kon Tum,2022-12-16T00:11:00,108.184,14.923,0,,Động đất
Nước dâng tại Kiên Giang,Thành phố Phú Quốc - tỉnh Kiên Giang,2022-12-17T15:00:00,103.974584,10.219564,0,,Nước dâng
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-12-26T07:18:00,108.243,14.936,0,,Động đất
,Xã Đăk Năng - huyện Kon Plông - tỉnh Kon Tum,2022-12-26T10:34:00,108.168,15.016,0,,Động đất
Động đất tại Kon Tum,Xã Đăk Năng - huyện Kon PLông - tỉnh Kon Tum,2022-12-26T10:24:00,108.226,14.97,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2022-12-30T00:17:00,108.32,14.751,0,,Động đất
Động đất tại Kon Tum,xã Ngọk Tẹm - huyện Kon Plong - tỉnh Kon Tum,2022-12-27T21:10:00,108.361,14.746,0,,Động đất
Động đất tại Nghệ An,xã Tam Quang - huyện Tương Dương - tỉnh Nghệ An,2022-12-28T01:05:00,104.586,19.052,0,,Động đất
Động đất tại Kon Tum,Xã Ngọk Tem - huyện Kon Plông - tỉnh Kon Tum,2022-12-30T09:32:00,108.328,14.761,0,,Động đất
Sạt lở đất tại Vĩnh Long,Thị trấn Trà Ôn - huyện Trà Ôn - tỉnh Vĩnh Long,2022-12-29T15:40:00,105.924938,9.959071,0,,Sạt lở đất
Động đất tại Nghệ An,"xã Tam Quang, huyện Tương Dương, tỉnh Nghệ An",2022-12-27T14:36:00,104.594,19.072,0,,Động đất
Động đất tại Hòa Bình,Xã Trung Thành - huyện Đà Bắc - tỉnh Hòa Bình,2022-12-29T14:52:00,105.1,20.858,0,,Động đất
Động đất tại Kon Tum,Xã Đăk Nên - huyện Kon Plông - tỉnh Kon Tum,2022-12-29T04:56:00,108.222,15.0,0,,Động đất
Động đất tại Hòa Bình,xã Trung Thành - huyện Đà Bắc - tỉnh Hòa Bình,2022-12-17T22:01:00,105.07,20.882,0,,Động đất
Sạt lở đất tại Cà Mau,Ấp Tân Hiệp - xã Tân Dân - huyện Đầm Dơi - tỉnh Cà Mau,2022-06-20T09:00:00,105.235049,8.938473,0,,Sạt lở đất
Lũ tại Lạng Sơn,"Huyện Tràng Định, Bắc Sơn, Văng Lãng, Lộc Bình - tỉnh Lạng Sơn",2023-06-23T07:00:00,107.064056,21.780986,0,,Lũ
Lốc tại Bình Thuận,"xã Hàm Chính, xã Hàm Thắng và thị trấn Phú Long huyện Hàm Thuận Bắc, tỉnh Bình Thuận",2023-06-23T15:30:00,108.128996,10.974446,0,,Lốc
Động đất tại Kon Tum,"Xã Đăk Ring, huyện Kon Plông, tỉnh Kon Tum",2023-08-29T10:48:00,108.263,14.926,0,,Động đất
Động đất tại Kon Tum,Xã Ngok Tem - huyện Kon Plông - tỉnh Kon Tum,2023-12-11T05:10:00,108.347,14.749,0,,Động đất
Sạt lở đất tại Bạc Liêu,Xã Tân Phong - thị xã Giá Rai - tỉnh Bạc Liêu,2023-05-09T01:00:00,105.39336,9.220194,0,,Sạt lở đất
Động đất tại Kon Tum,Xã Pờ Ê - huyện Kon Plông - tỉnh Kon Tum,2023-12-14T01:47:00,108.506,14.712,0,,Động đất
Sạt lở đất tại Cà Mau,Xã Tam Giang Đông - huyện Năm Căn - tỉnh Cà Mau,2023-12-12T02:00:00,105.262307,8.770083,0,,Sạt lở đất
Động đất tại Kon Tum,Xã Pờ Ê - huyện Kon PLông - tỉnh Kon Tum,2023-12-14T01:55:00,108.465,14.725,0,,Động đất
Động đất tại Kon Tum,Xã Ngọk Tem - huyện Kon Plông - tỉnh Kon Tum,2023-07-07T09:43:00,108.335,14.819,0,,Động đất
Sạt lở đất tại Cà Mau,Xã Tam Giang Đông - huyện Năm Căn - tỉnh Cà Mau,2023-12-12T02:00:00,105.262307,8.770083,0,,Sạt lở đất
Sạt lở đất tại Cà Mau,xã Tân Đức - huyện Đầm Dơi - tỉnh Cà Mau,2023-05-18T05:00:00,105.291524,9.025556,0,,Sạt lở đất
"Dông sét, lốc xoáy tại Bình Thuận",Xã Phan Điền - huyện Bắc Bình - tỉnh Bình Thuận,2023-05-18T15:40:00,108.503108,11.283379,0,,"Dông lốc, sét, mưa đá"
Sạt lở đất tại Long An,xã Thuỷ Đông - huyện Thạnh Hoá - tỉnh Long An,2023-05-09T04:00:00,106.224906,10.581494,0,,Sạt lở đất
Sạt lở đất tại Cà Mau,xã Tân Tiến - huyện Đầm Dơi - tỉnh Cà Mau,2023-05-22T04:00:00,105.327119,8.944115,0,,Sạt lở đất
Mưa lớn tại An Giang,"xã Mỹ An, Tấn Mỹ, Mỹ Hội Đông, huyện Chợ Mới, tỉnh An Giang",2023-07-07T19:00:00,105.5197757426519,10.460036031125048,0,,Mưa lớn
Động đất tại KonTum,Xã Đắk Tăng - huyện Kon Plông - tỉnh Kon Tum,2023-05-19T02:36:00,108.286,14.843,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2023-07-07T11:42:00,108.245,14.887,0,,Động đất
Động đất tại Kon Tum,Xã Măng Búk - huyện Kon Plông - tỉnh Kon Tum,2023-05-22T20:49:00,108.218,14.858,0,,Động đất
Dông lốc tại Cà Mau,xã Tân Thuận - huyện Đầm Dơi - tỉnh Cà Mau,2023-05-20T21:00:00,105.351415,9.025725,0,,Lốc
Lốc tại Sóc Trăng,"xã Gia Hòa 1, Gia Hòa 2 - huyện Mỹ Xuyên - tỉnh Sóc Trăng",2023-05-20T15:00:00,105.808405,9.401422,0,,Lốc
Sạt lở đất tại Hậu Giang,Xã Đông Phước - huyện Châu Thành - tỉnh Hậu Giang,2023-05-23T05:00:00,105.77489,9.9136,0,,Sạt lở đất
Sạt lở đất tại Bạc Liêu,Thị trấn Gành Hào - huyện Đông Hải - tỉnh Bạc Liêu,2023-07-06T23:55:00,105.413001,9.043099,0,,Sạt lở đất
Sạt lở đất tại Cà Mau,Xã Tam Giang - huyện Năm Căn - tỉnh Cà Mau,2023-05-23T01:10:00,105.185079,8.798411,0,,Sạt lở đất
Mưa lớn kèm theo lốc tại Tây Ninh,Xã Phước Chi - thị xã Tràng Bàng - tỉnh Tây Ninh,2023-05-17T19:00:00,106.244334,10.996392,0,,Lốc
Động đất tại Quảng Ngãi,Xã Ba Tô - huyện Ba Tơ - tỉnh Quảng Ngãi,2023-06-27T02:27:00,108.628,14.724,0,,Động đất
Sét tại Nghệ An,"Xã Tri Lễ, huyện Quế Phong, tỉnh Nghệ An",2023-07-19T17:00:00,104.69071,19.585067,0,,Sét
Động đất tại Điện Biên,xã Mường Thín - huyện  Tuần Giáo - tỉnh Điện Biên,2023-01-14T22:04:00,103.36,21.619,0,,Động đất
Triều cường gây ngập úng tại Cà Mau,Xã Tam Giang Đông - huyện Năm Căn - tỉnh Cà Mau,2023-01-25T03:00:00,105.088143,8.829382,0,,Ngập lụt
Lốc tại Quảng Trị,Xã Gio An - huyện Gio Linh - tỉnh Quảng Trị,2023-05-24T14:30:00,107.004185,16.920614,0,,Lốc
Động đất tại Kon Tum,Xã Ngọk Tem - huyện Kon Plông - tỉnh Kon Tum,2023-06-27T20:06:00,108.31,14.789,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2023-07-07T23:20:00,108.286,14.885,0,,Động đất
Động đất tại Kon Tum,Xã Ngok Tem - huyện Kon Plông - tỉnh Kon Tum,2023-12-17T23:28:00,108.311,14.822,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Ring - huyện Kon Plông - tỉnh Kon Tum,2023-12-15T23:54:00,108.265,14.89,0,,Động đất
Sạt lở đất tại Sóc Trăng,Ấp Mỹ Huề - xã Nhơn Mỹ - huyện Kế Sách - tỉnh Sóc Trăng,2023-05-25T02:50:00,106.026758,9.762098,0,,Sạt lở đất
Động đất tại Kon Tum,Xã Đắk Tăng - huyện Kon Plông - tỉnh Kon Tum,2023-03-13T05:40:00,108.256,14.755,0,,Động đất
Động đất tại Kon Tum,Xã Ngọk Tem - huyện Kon Plông - tỉnh Kon Tum,2023-06-27T20:32:00,108.319,14.788,0,,Động đất
Sạt lở đất tại An Giang,Xã Phú Hội - huyện An Phú - tỉnh An Giang,2023-05-26T11:45:00,105.070641,10.828182,0,,Sạt lở đất
Sạt lở đất tại Hậu Giang,Xã Tân Long - huyện Ngã Bảy - tỉnh Hậu Giang,2023-05-26T05:40:00,105.750836,9.85298,0,,Sạt lở đất
ATNĐ (Suy yếu từ Bão JELAWAT),Biển Đông,2023-12-17T13:00:00,111.5,7.5,8,3,Áp thấp nhiệt đới
Lốc tại Trà Vinh,"Xã Ngũ Lạc, Đôn Châu - huyện Duyên Hải - tỉnh Trà Vinh",2023-05-26T16:00:00,106.429592,9.6697,0,,Lốc
Động đất tại Kon Tum,Xã Ngọk Tem - huyện Kon Plông - tỉnh Kon Tum,2023-06-27T12:28:00,108.305,14.789,0,,Động đất
Động đất tại Kon Tum,Xã Đắk Tăng  - huyện Kon Plông - tỉnh Kon Tum,2023-06-27T08:20:00,108.275,14.819,0,,Động đất
Sạ lở đất tại An Giang,Xã Quốc Thái - huyện An Phú - tỉnh An Giang,2023-05-26T09:00:00,105.080181,10.90732,0,,Sạt lở đất
Sạt lở đất tại Hậu Giang,Thị trấn Ngã Sáu - huyện Châu Thành - tỉnh Hậu Giang,2023-05-26T03:00:00,105.817972,9.928196,0,,Sạt lở đất
Sét tại Quảng Ninh,Phường Hà Lầm - Tp. Hạ Long - tỉnh Quảng Ninh,2023-06-27T03:15:00,107.111222,20.966929,0,,Sét
Sạt lở đất tại Đồng Tháp,Xã Nhị Mỹ - huyện Cao Lãnh - tỉnh Đồng Tháp,2023-05-28T07:00:00,105.675873,10.47184,0,,Sạt lở đất
Mưa lớn tại Bình Thuận,Thị trấn Lương Sơn - huyện Bắc Bình - tỉnh Bình Thuận,2023-06-25T16:00:00,108.378749,11.231309,0,,Mưa lớn
Triều cường tại Bến Tre,"Xã Thạnh Hải, Hòa Lợi, Bảo Thuận, Thừa Đức, Thới Thuận - huyện Thạnh Phú, Bình Đại, Ba Tri - tỉnh Bến Tre",2023-01-25T07:00:00,106.665289,9.893034,0,,Ngập lụt
Động đất tại Kon Tum,Xã Ngok Tem - huyện Kon Plông - tỉnh Kon Tum,2023-03-12T20:16:00,108.299,14.811,0,,Động đất
Mưa lớn kèm theo sét tại Lào Cai,Xã Tả Củ Tỷ - huyện Bắc Hà - tỉnh Lào Cai,2023-05-28T05:00:00,104.452199,22.600423,0,,"Dông lốc, sét, mưa đá"
Động đất tại Kon Tum,xã Măng Buk - huyện Kon Plong - tỉnh Kon Tum,2023-03-13T14:58:00,108.219,14.841,0,,Động đất
Dông lốc tại Sơn La,"Xã Chiềng Khay, Mường Giôn, Mường Chiên, Cà Nàng - huyện Quỳnh Nhai - tỉnh Sơn La",2023-05-01T15:00:00,103.671612,21.765619,0,,Lốc
