,name,time_start,lon,lat,level,type,province
292,Mưa lớn tại Lào Cai,2022-06-13,103.962662,22.470475,0,Mưa lớn,Lao Cai
294,Mưa lớn tại Bắc Kạn,2022-06-14,106.001506,22.376644,0,Mưa lớn,Bac Kan
295,Mưa lớn tại Yên Bái,2022-06-13,104.486416,22.055901,0,Mưa lớn,Yen Bai
296,Lốc tại Lâm Đồng,2022-06-19,108.226898,11.779029,0,Lốc,Lam Đong
297,Mưa lớn tại Điện Biên,2022-06-16,103.420358,21.588527,0,Mưa lớn,Đien Bien
298,Động đất tại Kon Tum,2022-06-15,108.275,14.894,0,Động đất,Kon Tum
299,"Mưa lớn, lốc xoáy tại Lâm Đồng",2022-06-18,108.52678,11.779889,0,Lốc,Lam Đong
300,Sạt lở đất ven sông tại Cà Mau,2022-06-14,105.014732,8.637504,0,Sạt lở đất,Ca Mau
301,Lốc tại Tây Ninh,2022-07-11,106.17892,11.112634,0,Lốc,Tay Ninh
302,Động đất tại Kon Tum,2022-06-17,108.208,15.004,0,Động đất,Kon Tum
303,Sạt lở đất tại Cà Mau,2022-06-17,105.175417,8.790191,0,Sạt lở đất,Ca Mau
304,Sạt lở đất tại Cà Mau,2022-06-17,105.138309,8.826588,0,Sạt lở đất,Ca Mau
305,Sạt lở đất tại Cà Mau,2022-06-17,105.129537,8.823669,0,Sạt lở đất,Ca Mau
306,Sạt lở đất tại Cà Mau,2022-06-17,104.989052,8.762376,0,Sạt lở đất,Ca Mau
307,Sạt lở đất tại Cà Mau,2022-06-17,104.81528,8.630656,0,Sạt lở đất,Ca Mau
308,Sạt lở đất tại Lào Cai,2022-06-19,103.603736,22.644246,0,Sạt lở đất,Lao Cai
309,Sạt lở đất tại Cà Mau,2022-06-19,105.027779,8.625428,0,Sạt lở đất,Ca Mau
310,Lốc tại An Giang,2022-07-10,105.18574,10.671269,0,Lốc,An Giang
311,Sạt lở đất ven sông tại Cà Mau,2022-06-16,105.135916,8.757203,0,Sạt lở đất,Ca Mau
312,Sạt lở đất tại Cà Mau,2022-06-18,105.112523,8.763717,0,Sạt lở đất,Ca Mau
313,Sạt lở đất tại Cà Mau,2022-06-17,8.932495,105.215898,0,Sạt lở đất,Ca Mau
314,Sạt lở đất tại Cà Mau,2022-06-19,104.952056,8.773893,0,Sạt lở đất,Ca Mau
315,Sạt lở đất tại Cà Mau,2022-06-20,104.901539,8.735272,0,Sạt lở đất,Ca Mau
316,Sạt lở đất tại Cà Mau,2022-06-19,104.990128,8.76908,0,Sạt lở đất,Ca Mau
317,Sạt lở đất tại Cà Mau,2022-06-20,104.892538,8.736688,0,Sạt lở đất,Ca Mau
318,Sạt lở đất tại Cà Mau,2022-06-19,104.951605,8.774532,0,Sạt lở đất,Ca Mau
319,Động đất tại Kon Tum,2022-06-22,108.249,14.891,0,Động đất,Kon Tum
320,Động đất tại Kon Tum,2022-06-22,108.251,14.899,0,Động đất,Kon Tum
321,Động đất tại Kon Tum,2022-06-22,108.262,14.904,0,Động đất,Kon Tum
322,Sạt lở đất tại Cà Mau,2022-06-19,105.179296,8.829667,0,Sạt lở đất,Ca Mau
323,Sạt lở đất tại Cà Mau,2022-06-17,105.348449,9.011342,0,Sạt lở đất,Ca Mau
324,Mưa lớn tại Bình Thuận,2022-07-07,107.50081,11.120175,0,Mưa lớn,Binh Thuan
326,Mưa lớn tại Tuyên Quang,2022-07-01,105.198405,22.02737,0,Mưa lớn,Tuyen Quang
327,Sạt lở đất tại An Giang,2022-07-15,105.115234,10.789942,0,Sạt lở đất,An Giang
328,Lốc tại Cà Mau,2022-07-09,105.01206,8.715921,0,Lốc,Ca Mau
329,Động đất tại Kon Tum,2022-07-10,108.251,14.891,0,Động đất,Kon Tum
330,Lũ quét tại Sơn La,2022-07-07,103.722613,20.803726,0,Lũ quét,Son La
331,Động đất tại Kon Tum,2022-07-11,108.247,14.84,0,Động đất,Kon Tum
332,Mưa lớn gây sạt lở đất tại Thái Nguyên,2022-07-18,105.683606,22.009882,0,Sạt lở đất,Thai Nguyen
333,Lốc tại Kiên Giang,2022-07-10,105.095413,10.01468,0,Lốc,Kien Giang
334,Dông lốc tại Cà Mau,2022-07-10,104.934224,8.78624,0,Lốc,Ca Mau
335,Mưa lớn kèm gió mạnh tại Vĩnh Long,2022-07-10,106.159009,10.162517,0,Mưa lớn,Vinh Long
336,"Sạt lở, tràn cục bộ đê biển Tây tại Cà Mau",2022-07-11,104.80915,9.171269,0,Sạt lở đất,Ca Mau
337,Mưa lớn kèm dông lốc tại Cà Mau,2022-07-11,105.134925,9.010717,0,Lốc,Ca Mau
338,Mưa lớn kèm gió mạnh tại Cà Mau,2022-07-09,104.881826,9.494464,0,Lốc,Ca Mau
339,Triều cường tại Cà Mau,2022-07-11,104.810617,9.178161,0,Ngập lụt,Ca Mau
340,Dông lốc tại Cà Mau,2022-07-11,105.033347,8.859698,0,Lốc,Ca Mau
341,Mưa dông kèm gió giật mạnh tại Cà Mau,2022-07-11,104.907927,8.815483,0,Lốc,Ca Mau
342,Mưa kèm dông tại Cà Mau,2022-07-11,104.934228,8.784078,0,Lốc,Ca Mau
343,Mưa lớn kèm theo dông lốc tại Cà Mau,2022-07-09,105.016536,9.030745,0,Lốc,Ca Mau
344,Lốc tại Cà Mau,2022-07-09,105.168287,9.175157,0,Lốc,Ca Mau
345,Lốc tại Cà Mau,2022-07-11,105.157697,9.345284,0,Lốc,Ca Mau
346,Lốc tại Cà Mau,2022-07-11,105.000044,8.651078,0,Lốc,Ca Mau
347,Sét tại Hà Nội,2022-07-13,105.675795,20.993794,0,Sét,Ha Noi
348,Mưa to kèm dông lốc ốc tại Cà Mau,2022-07-12,105.200344,8.995813,0,Lốc,Ca Mau
349,Sét tại Thái Bình,2022-07-14,106.325918,20.620367,0,Sét,Thai Binh
350,Động đất tại Kon Tum,2022-07-14,108.214,14.881,0,Động đất,Kon Tum
351,Sạt lở đất tại Cà Mau,2022-07-14,105.25398,8.813626,0,Sạt lở đất,Ca Mau
352,Sạt lở bờ sông tại Vĩnh Long,2022-07-17,106.177876,10.101406,0,Sạt lở đất,Vinh Long
353,Động đất tại Điện Biên,2022-07-17,103.426,21.971,0,Động đất,Đien Bien
354,Mưa kèm dông lốc tại Bắc Kạn,2022-07-18,105.594328,22.038826,0,Lốc,Bac Kan
355,Mưa lớn tại Nghệ An,2022-04-30,105.715243,18.70218,0,Mưa lớn,Nghe An
356,Lốc tại An Giang,2022-07-19,105.085548,10.946674,0,Lốc,An Giang
357,Sét tại Hải Dương,2022-07-21,106.491856,20.996939,0,Sét,Hai Duong
358,Ngập lụt tại Tây Ninh,2022-05-06,106.217135,11.205845,0,Ngập lụt,Tay Ninh
359,Lốc tại Cà Mau,2022-07-11,105.030963,8.947583,0,Lốc,Ca Mau
360,Lốc tại Cao Bằng,2022-07-19,105.913712,22.622626,0,Lốc,Cao Bang
361,Lốc tại Thái Nguyên,2022-07-18,105.893394,21.405952,0,Lốc,Thai Nguyen
362,Ngập tại Tây Ninh,2022-07-20,106.292262,11.451188,0,Ngập lụt,Tay Ninh
363,Sạt lở đất tại Nghệ An,2022-07-23,104.295785,19.457715,0,Sạt lở đất,Nghe An
364,Sét tại Sơn La,2022-07-21,104.669151,21.261029,0,Sét,Son La
365,Lốc tại Lào Cai,2022-07-21,104.521154,22.310653,0,Lốc,Lao Cai
366,Mưa lớn tại Yên Bái,2022-07-20,104.469144,21.92347,0,Mưa lớn,Yen Bai
367,Động đất tại Kon Tum,2022-07-23,108.258,14.886,0,Động đất,Kon Tum
368,Động đất tại Kon Tum,2022-07-12,108.231,14.845,0,Động đất,Kon Tum
369,Lốc tại Cà Mau,2022-07-10,104.995073,9.124389,0,Lốc,Ca Mau
370,Huyện Năm Căn,2022-07-09,104.987963,8.762318,0,Lốc,Ca Mau
371,Lốc tại Cà Mau,2022-07-09,105.202533,9.326329,0,Lốc,Ca Mau
372,Lốc tại Cà Mau,2022-07-09,104.984538,9.39929,0,Lốc,Ca Mau
373,Sét tại Sơn La,2022-07-13,103.507002,20.858158,0,Sét,Son La
374,Sạt lở đất tại Bình Thuận,2022-07-13,108.567758,11.168146,0,Sạt lở đất,Binh Thuan
375,Lốc tại Trà Vinh,2022-07-10,106.085192,9.869442,0,Lốc,Tra Vinh
376,Động đất tại Kon Tum,2022-07-27,108.24,14.86,0,Động đất,Kon Tum
377,Sạt lở đất tại Đắk Nông,2022-07-27,107.662256,11.991776,0,Sạt lở đất,Đak Nong
378,Sét tại Ninh Bình,2022-07-14,105.737552,20.351722,0,Sét,Ninh Binh
379,Lốc tại Cà Mau,2022-07-10,105.254435,8.988503,0,Lốc,Ca Mau
380,Lốc tại Điện Biên,2022-07-26,103.327872,21.525173,0,Lốc,Đien Bien
381,Sạt lở đất tại Cà Mau,2022-07-14,105.240699,8.813293,0,Sạt lở đất,Ca Mau
383,Sạt lở đất tại Đắk Lắk,2022-07-15,108.106887,12.387509,0,Sạt lở đất,Đak Lak
384,Sét tại Thái Bình,2022-07-31,106.514169,20.574627,0,Sét,Thai Binh
385,Sạt lở đất tại Cà Mau,2022-07-17,105.288094,9.019074,0,Sạt lở đất,Ca Mau
386,Sạt lở đất tại Cà Mau,2022-07-17,105.163249,8.855215,0,Sạt lở đất,Ca Mau
387,Sạt lở đất tại Cà Mau,2022-07-16,105.165986,8.857784,0,Sạt lở đất,Ca Mau
388,Sạt lở đất tại Cà Mau,2022-07-18,105.094923,8.865242,0,Sạt lở đất,Ca Mau
389,Sạt lở đất tại An Giang,2022-09-12,105.143707,10.775274,0,Sạt lở đất,An Giang
390,Động đất tại Kon Tum,2022-07-29,108.243,14.906,0,Động đất,Kon Tum
391,Sạt lở đất tại Cà Mau,2022-07-28,105.308691,8.95908,0,Sạt lở đất,Ca Mau
392,Sạt lở đất tại Cà Mau,2022-07-27,105.231135,8.78671,0,Sạt lở đất,Ca Mau
393,Ngập lụt tại Lâm Đồng,2022-07-30,107.832759,11.440719,0,Ngập lụt,Lam Đong
394,Lốc tại Yên Bái,2022-07-29,104.807256,21.710001,0,Lốc,Yen Bai
395,Mưa lớn kèm theo dông lốc tại An Giang,2022-07-31,105.359651,10.586456,0,Lốc,An Giang
396,Mưa lớn tại Bình Thuận,2022-07-31,108.042338,10.848128,0,Mưa lớn,Binh Thuan
397,Lốc tại Tiền Giang,2022-07-31,106.188011,10.429721,0,Lốc,Tien Giang
398,Động đất tại Kon Tum,2022-08-01,108.244,14.873,0,Động đất,Kon Tum
399,Sạt lở đất tại Cà Mau,2022-07-31,105.296858,8.874583,0,Sạt lở đất,Ca Mau
400,Sạt lở đất tại Sóc Trăng,2022-08-09,106.019874,9.785058,0,Sạt lở đất,Soc Trang
401,Động đất tại Kon Tum,2022-08-02,108.237,14.932,0,Động đất,Kon Tum
402,Gió mạnh trên biển tại Cà Mau,2022-08-02,104.5667,8.933333,0,Gió mạnh trên biển,Ca Mau
403,Động đất tại Kon Tum,2022-08-02,108.255,14.86,0,Động đất,Kon Tum
404,Gió mạnh trên biển tại Cà Mau,2022-08-02,104.6667,9.05,0,Gió mạnh trên biển,Ca Mau
405,"Mưa lớn kèm theo lốc xoáy, gió giật mạnh tại Trà Vinh",2022-08-02,106.180851,9.803091,0,Lốc,Tra Vinh
406,Lốc tại Sóc Trăng,2022-08-09,105.851982,9.497938,0,Lốc,Soc Trang
407,Động đất tại Kon Tum,2022-08-03,108.249,14.873,0,Động đất,Kon Tum
408,Mưa lớn gây lũ quét tại Bình Thuận,2022-08-01,108.325452,11.430545,0,Lũ quét,Binh Thuan
409,Mưa lớn kèm dông lốc tại Yên Bái,2022-08-02,104.52824,21.888825,0,Mưa lớn,Yen Bai
410,Mưa lớn tại Bình Thuận,2022-08-01,107.755573,10.675135,0,Mưa lớn,Binh Thuan
412,Sét tại Điện Biên,2022-08-09,103.306247,22.000814,0,Sét,Đien Bien
413,Động đất tại Kon Tum,2022-08-04,108.206,14.856,0,Động đất,Kon Tum
414,Mưa lớn kèm dông lốc tại Lào Cai,2022-08-04,103.814022,22.356337,0,Mưa lớn,Lao Cai
415,Mưa lớn kèm dông lốc tại Yên Bái,2022-08-05,104.496203,21.600607,0,Mưa lớn,Yen Bai
416,Mưa dông tại Trà  Vinh,2022-08-04,106.121176,9.768515,0,"Dông lốc, sét, mưa đá",Tra Vinh
417,Động đất tại Kon Tum,2022-08-05,108.239,14.905,0,Động đất,Kon Tum
418,Mưa lớn kèm theo lốc tại Vĩnh Long,2022-08-06,105.837896,10.05994,0,Lốc,Vinh Long
419,Mưa lớn tại Bình Thuận,2022-08-01,108.530132,11.203462,0,Mưa lớn,Binh Thuan
420,Mưa kèm theo dông lốc tại An Giang,2022-08-08,105.10114,10.684302,0,Lốc,An Giang
421,Mưa kèm theo gió lốc tại Trà Vinh,2022-08-06,106.210656,9.999204,0,Lốc,Tra Vinh
422,Sạt lở đất tại Cà Mau,2022-08-08,104.815826,8.773799,0,Sạt lở đất,Ca Mau
423,Mưa lớn tại Lào Cai,2022-08-12,104.000666,22.417954,0,Mưa lớn,Lao Cai
424,Mưa lớn tại Thái Nguyên,2022-08-08,105.632622,21.696455,0,Mưa lớn,Thai Nguyen
425,Mưa lớn tại Nghệ An,2022-08-12,104.94948,19.749064,0,Mưa lớn,Nghe An
426,Lốc tại Trà Vinh,2022-08-06,106.336532,9.945278,0,Lốc,Tra Vinh
427,Sụt lún kè tại Vĩnh Long,2022-08-08,105.970687,10.257824,0,Sụt lún đất,Vinh Long
428,Lốc tại Trà Vinh,2022-08-11,106.455144,9.850553,0,Lốc,Tra Vinh
429,Động đất tại Điện Biên,2022-08-17,102.391,22.132,0,Động đất,Đien Bien
430,Sạt lở bờ kênh tại An Giang,2022-08-17,105.006838,10.431892,0,Sạt lở đất,An Giang
431,Mưa lớn tại Điện Biên,2022-08-20,103.091383,21.420972,0,Mưa lớn,Đien Bien
432,Mưa lớn tại Yên Bái,2022-08-19,104.702356,21.903575,0,Mưa lớn,Yen Bai
433,Động đất tại Kon Tum,2022-08-23,108.238,14.801,0,Động đất,Kon Tum
434,Động đất tại Kon Tum,2022-08-23,108.209,14.768,0,Động đất,Kon Tum
435,Động đất tại Kon Tum,2022-08-23,108.252,14.796,0,Động đất,Kon Tum
436,Động đất tại Quảng Nam,2022-08-27,108.075,15.151,0,Động đất,Quang Nam
437,Mưa lớn tại Lào Cai,2022-09-03,104.165778,22.392663,0,Mưa lớn,Lao Cai
438,Động đất tại Kon Tum,2022-08-27,108.238,14.863,0,Động đất,Kon Tum
439,Động đất tại Kon Tum,2022-08-27,108.23,14.851,0,Động đất,Kon Tum
440,Động đất tại Kon Tum,2022-08-24,108.247,14.813,0,Động đất,Kon Tum
441,Động đất tại Kon Tum,2022-08-23,108.23,14.784,0,Động đất,Kon Tum
442,Động đất tại Kon Tum,2022-08-23,108.261,14.734,0,Động đất,Kon Tum
443,Động đất tại Kon Tum,2022-08-23,108.255,14.809,0,Động đất,Kon Tum
444,Động đất tại Kon Tum,2022-08-23,108.237,14.833,0,Động đất,Kon Tum
445,Sạt lở đất tại Sơn La,2022-08-23,103.896924,21.20681,0,Sạt lở đất,Son La
446,Mưa lớn gây lũ quét và sạt lở đất tại Nghệ An,2022-09-04,104.288965,19.378518,0,Lũ quét,Nghe An
447,Động đất tại Kon Tum,2022-08-23,108.248,14.838,0,Động đất,Kon Tum
448,Động đất tại Kon Tum,2022-08-23,108.253,14.728,0,Động đất,Kon Tum
449,Động đất tại Kon Tum,2022-08-23,108.209,14.785,0,Động đất,Kon Tum
450,Động đất tại Kon Tum,2022-08-23,108.235,14.808,0,Động đất,Kon Tum
451,Động đất tại Kon Tum,2022-08-25,108.257,14.81,0,Động đất,Kon Tum
452,Mưa dông tại Thái Nguyê,2022-08-20,105.9892,21.585941,0,"Dông lốc, sét, mưa đá",Thai Nguyen
453,Sét tại Gia Lai,2022-08-25,107.875437,13.69308,0,Sét,Gia Lai
454,Động đất tại Kon Tum,2022-08-27,108.232,14.868,0,Động đất,Kon Tum
455,Sạt lở đất tại Cà Mau,2022-08-25,105.104228,8.876307,0,Sạt lở đất,Ca Mau
457,Động đất tại Quảng Ngãi,2022-08-28,108.44,14.817,0,Động đất,Quang Ngai
458,Mưa lớn tại Nghệ An,2022-09-13,104.935205,19.836013,0,Mưa lớn,Nghe An
459,Mưa lớn tại Nghệ An,2022-09-28,105.56125,19.285432,0,Mưa lớn,Nghe An
460,Động đất tại Kon Tum,2022-08-29,108.232,14.869,0,Động đất,Kon Tum
463,CƠN BÃO SỐ 1,2022-06-28,110.4,23.1,11,Bão,Bien Đong
464,Động đắt tại Kon Tum,2022-08-30,108.223,14.818,0,Động đất,Kon Tum
465,Động đất tại Kon Tum,2022-09-01,108.225,14.898,0,Động đất,Kon Tum
466,Động đất tại Kon Tum,2022-09-01,108.23,14.9,0,Động đất,Kon Tum
467,Động đất tại Kon Tum,2022-09-01,108.202,14.912,0,Động đất,Kon Tum
468,Động đất tại Kon Tum,2022-09-01,108.221,14.903,0,Động đất,Kon Tum
469,Động đất tại Kon Tum,2022-09-02,108.229,14.884,0,Động đất,Kon Tum
470,Động đất tại Kon Tum,2022-09-01,108.235,14.916,0,Động đất,Kon Tum
471,Dông lốc tại An Giang,2022-08-30,105.447793,10.350836,0,Lốc,An Giang
472,Động đất tại Kon Tum,2022-09-01,108.223,14.887,0,Động đất,Kon Tum
473,Động đất tại Kon Tum,2022-09-01,108.225,14.863,0,Động đất,Kon Tum
475,Mưa lớn tại Sơn La,2022-09-03,104.32647,21.209893,0,Mưa lớn,Son La
476,Động đất tại Kon Tum,2022-09-02,108.251,14.847,0,Động đất,Kon Tum
477,Động đất tại Kon Tum,2022-09-04,108.161,14.971,0,Động đất,Kon Tum
478,Mưa lớn tại Tuyên Quang,2022-09-16,105.114911,21.962395,0,Mưa lớn,Tuyen Quang
479,Lũ quét tại Nghệ An,2022-10-02,104.090198,19.400608,0,Lũ quét,Nghe An
480,Sạt lở đất tại Cà Mau,2022-08-28,105.38047,9.017686,0,Sạt lở đất,Ca Mau
481,Lốc tại Tây Ninh,2022-09-11,106.042008,11.345135,0,Lốc,Tay Ninh
482,Sạt lở đất tại Cao Bằng,2022-09-03,105.853786,22.547868,0,Sạt lở đất,Cao Bang
483,Lũ tại Yên Bái,2022-10-01,104.840461,21.430253,0,Lũ,Yen Bai
484,Ngập tại Đồng Tháp,2022-10-10,105.896279,10.218523,0,Ngập lụt,Đong Thap
485,Động đất tại Kon Tum,2022-09-06,108.214,14.812,0,Động đất,Kon Tum
486,Động đất tại Kon Tum,2022-09-06,108.276,14.893,0,Động đất,Kon Tum
487,Dông lốc tại Cà Mau,2022-09-04,105.222575,9.36263,0,Lốc,Ca Mau
488,Mưa lớn gây ngập úng tại Cao Bằng,2022-09-04,106.088957,22.681857,0,Ngập lụt,Cao Bang
489,Sạt lở đất tại Cà Mau,2022-08-31,104.723038,8.604789,0,Sạt lở đất,Ca Mau
490,Động đất tại Kon Tum,2022-09-13,108.234,14.939,0,Động đất,Kon Tum
491,Động đất tại Kon Tum,2022-09-10,108.205,14.922,0,Động đất,Kon Tum
492,Động đất tại Kon Tum,2022-09-11,108.168,14.953,0,Động đất,Kon Tum
493,Lốc tại Cà Mau,2022-09-10,105.4036,9.040389,0,Lốc,Ca Mau
494,Động đất tại Kon Tum,2022-09-13,108.207,14.832,0,Động đất,Kon Tum
495,Động đất tại Kon Tum,2022-09-10,108.203,14.934,0,Động đất,Kon Tum
496,Động đất tại Kon Tum,2022-09-10,108.263,14.817,0,Động đất,Kon Tum
497,Động đất tại Kon Tum,2022-09-10,108.208,14.925,0,Động đất,Kon Tum
498,Dông lốc tại Tây Ninh,2022-09-12,106.079876,11.263635,0,Lốc,Tay Ninh
499,Động đất tại Kon Tum,2022-09-11,108.26,14.807,0,Động đất,Kon Tum
500,Động đất tại Kon Tum,2022-09-10,108.188,14.925,0,Động đất,Kon Tum
501,Động đất tại Kon Tum,2022-09-10,108.203,14.935,0,Động đất,Kon Tum
502,Ngập tại Trà Vinh,2022-10-10,106.513224,9.647882,0,Ngập lụt,Tra Vinh
503,Động đất tại Kon Tum,2022-09-11,108.257,14.844,0,Động đất,Kon Tum
504,Động đất tại Kon Tum,2022-09-12,108.176,14.99,0,Động đất,Kon Tum
505,Mưa lớn gây lũ tại Bình Thuận,2022-09-11,108.476972,11.220638,0,Lũ,Binh Thuan
506,Dông lốc tại An Giang,2022-09-11,105.019199,10.360985,0,Lốc,An Giang
507,Dông lốc tại Cà Mau,2022-09-07,105.05496,9.153333,0,Lốc,Ca Mau
508,Lốc tại Tiền Giang,2022-09-12,106.411773,10.470522,0,Lốc,Tien Giang
509,Ngập lụt tại Bình Thuận,2022-09-16,107.809347,10.731122,0,Ngập lụt,Binh Thuan
511,Dông kèm lốc tại Tây Ninh,2022-09-10,106.160581,11.13017,0,Lốc,Tay Ninh
512,Dông lốc tại Bình Thuận,2022-09-02,107.575218,11.194637,0,Lốc,Binh Thuan
513,Mưa lớn tại Bình Phước,2022-09-21,106.621841,11.883718,0,Mưa lớn,Binh Phuoc
514,Động đất tại Kon Tum,2022-09-15,108.254,14.828,0,Động đất,Kon Tum
515,Động đất tại Kon Tum,2022-09-15,108.283,14.855,0,Động đất,Kon Tum
516,Ngập lụt do mưa lớn tại Đồng Nai,2022-09-23,107.217005,11.084439,0,Ngập lụt,Đong Nai
517,Mưa lớn tại Nghệ An,2022-09-24,104.602343,19.303383,0,Mưa lớn,Nghe An
518,Động đất tại Kon Tum,2022-09-15,108.288,14.86,0,Động đất,Kon Tum
519,Lốc tại Kiên Giang,2022-09-27,104.643331,10.277518,0,Lốc,Kien Giang
520,Động đất tại Kon Tum,2022-09-15,108.227,14.892,0,Động đất,Kon Tum
521,Động đất tại Kon Tum,2022-09-16,108.241,14.849,0,Động đất,Kon Tum
522,Động đất tại Kon Tum,2022-09-18,108.175,14.819,0,Động đất,Kon Tum
523,Sạt lở đất tại An Giang,2022-09-22,105.232967,10.536719,0,Sạt lở đất,An Giang
524,Động đất tại Kon Tum,2022-09-23,108.255,14.863,0,Động đất,Kon Tum
525,Động đất tại Kon Tum,2022-09-24,108.239,14.85,0,Động đất,Kon Tum
526,Mưa lớn gây ngập tại Cà Mau,2022-11-01,104.83334,9.181381,0,Mưa lớn,Ca Mau
527,Sạt lở đất tại Quảng Trị,2022-12-02,106.987716,16.341305,0,Sạt lở đất,Quang Tri
528,Động đất tại Kon Tum,2022-10-24,108.276,14.829,0,Động đất,Kon Tum
529,Động đất tại Kon Tum,2022-09-27,108.25,14.929,0,Động đất,Kon Tum
530,Dông lốc tại Cà Mau,2022-09-25,105.083713,8.769287,0,Lốc,Ca Mau
531,Mưa lớn gây ngập úng tại Thái Bình,2022-09-28,106.194272,20.584283,0,Ngập lụt,Thai Binh
532,Động đất tại Sơn La,2022-10-03,104.755,20.854,0,Động đất,Son La
533,Áp thấp nhiệt đới,2022-10-21,115.7,19.7,7,Áp thấp nhiệt đới,Bien Đong
534,CƠN BÃO SỐ 4,2022-09-24,105.8,15.9,15,Bão,Bien Đong
535,Động đất tại Kon Tum,2022-10-01,108.233,14.851,0,Động đất,Kon Tum
537,Mưa lớn tại Yên Bái,2022-09-29,104.395454,21.44654,0,Mưa lớn,Yen Bai
538,Động đất tại Sơn La,2022-10-02,104.73,20.812,0,Động đất,Son La
539,Động đất tại Kon Tum,2022-10-05,108.222,14.904,0,Động đất,Kon Tum
540,Động đất tại Kon Tum,2022-10-05,108.28,14.845,0,Động đất,Kon Tum
541,Động đất tại Kon Tum,2022-10-10,108.182,14.971,0,Động đất,Kon Tum
542,Động đất tại Kon Tum,2022-10-10,108.237,14.865,0,Động đất,Kon Tum
543,Ngập tại Vĩnh Long,2022-10-06,106.187599,10.087769,0,Ngập lụt,Vinh Long
544,Lốc tại Bình Thuận,2022-11-21,107.470865,11.059416,0,Lốc,Binh Thuan
545,Lũ tại Bình Thuận,2022-10-09,107.872179,11.218801,0,Lũ,Binh Thuan
547,Sạt lở đất tại An Giang,2022-10-10,105.435797,10.415963,0,Sạt lở đất,An Giang
548,Động đất tại Kon Tum,2022-10-12,108.205,14.973,0,Động đất,Kon Tum
549,Động đất tại Kon Tum,2022-10-27,108.261,14.896,0,Động đất,Kon Tum
550,Động đất tại Kon Tum,2022-10-13,108.245,14.886,0,Động đất,Kon Tum
553,Động đất tại Kon Tum,2022-10-19,108.252,14.812,0,Động đất,Kon Tum
554,Động đất tại Kon Tum,2022-10-19,108.253,14.829,0,Động đất,Kon Tum
555,Mưa lớn gây lũ quét tại Bình Thuận,2022-10-19,107.596749,10.603366,0,Lũ quét,Binh Thuan
556,Động đất tại Kon Tum,2022-10-21,108.251,14.932,0,Động đất,Kon Tum
557,Động đất tại Kon Tum,2022-11-22,108.251,14.897,0,Động đất,Kon Tum
558,Động đất tại Kon Tum,2022-11-22,108.286,14.808,0,Động đất,Kon Tum
559,Động đất tại Kon Tum,2022-11-22,108.241,14.876,0,Động đất,Kon Tum
560,Động đất tại Kon Tum,2022-10-24,108.174,14.95,0,Động đất,Kon Tum
561,Động đất tại KonTum,2022-10-25,108.251,14.924,0,Động đất,Kon Tum
562,Động đất tại Kon Tum,2022-10-25,108.209,14.837,0,Động đất,Kon Tum
563,Ngập úng tại Cà Mau,2022-10-31,104.825959,9.040196,0,Ngập lụt,Ca Mau
564,Động đất tại Kon Tum,2022-10-27,108.2,14.913,0,Động đất,Kon Tum
565,Động đất tại Nghệ An,2022-10-31,104.458,19.142,0,Động đất,Nghe An
566,Triều cường tại Cà Mau,2022-07-11,104.830491,9.345641,0,Ngập lụt,Ca Mau
567,Động đất tại Kon Tum,2022-10-30,108.232,14.917,0,Động đất,Kon Tum
568,Mưa lớn tại Bà Rịa - Vũng Tàu,2022-10-18,107.186079,10.497709,0,Mưa lớn,Ba Ria - Vung Tau
570,Mưa lớn gây ngập úng tại Bình Định,2022-11-20,109.210812,13.803376,0,Ngập lụt,Binh Đinh
571,Ngập úng tại Khánh Hòa,2022-10-30,109.187931,12.259371,0,Ngập lụt,Khanh Hoa
572,Động đất tại Kon Tum,2022-11-03,108.187,14.976,0,Động đất,Kon Tum
574,Động đất tại Kon Tum,2022-11-03,108.257,14.815,0,Động đất,Kon Tum
575,Động đất tại Kon Tum,2022-11-05,108.104,14.885,0,Động đất,Kon Tum
576,Ngập tại Tây Ninh,2022-11-05,106.188183,11.338469,0,Ngập lụt,Tay Ninh
577,Động đất tại Kon Tum,2022-11-06,108.268,14.859,0,Động đất,Kon Tum
578,Động đất tại Kon Tum,2022-11-06,108.241,14.817,0,Động đất,Kon Tum
579,Lốc tại Cà Mau,2022-11-07,104.956422,8.772191,0,Lốc,Ca Mau
580,Mưa lớn gây ngập lụt tại Cà Mau,2022-11-03,105.182077,9.21899,0,Ngập lụt,Ca Mau
581,Động đất tại Kon Tum,2022-11-08,108.305,14.847,0,Động đất,Kon Tum
582,Động đất tại Kon Tum,2022-11-08,108.255,14.842,0,Động đất,Kon Tum
583,Động đất tại Kon Tum,2022-11-08,108.244,14.86,0,Động đất,Kon Tum
584,Động đất tại Kon Tum,2022-11-14,108.285,14.805,0,Động đất,Kon Tum
585,Động đất tại Kon Tum,2022-11-15,108.226,14.875,0,Động đất,Kon Tum
586,Động đất tại Kon Tum,2022-11-15,108.21,14.928,0,Động đất,Kon Tum
587,Động đất tại Kon Tum,2022-11-20,108.248,14.855,0,Động đất,Kon Tum
588,Mưa lớn kết hợp triều cường dâng cao tại Cà Mau,2022-07-12,104.800626,8.861339,0,Ngập lụt,Ca Mau
589,Sóng lớn kết hợp triều cường gây sạt lở bờ biển tại Bình Thuận,2022-07-12,108.281714,10.92864,0,Gió mạnh trên biển,Binh Thuan
