,name,time_start,lon,lat,level,type,province
590,Mưa lớn tại Nghệ An,2022-11-23,105.639448,18.637668,0,Mưa lớn,Nghe An
591,Động đất tại Lai Châu,2022-11-21,102.779,22.542,0,Động đất,Lai Chau
592,Động đất tại Kon Tum,2022-11-30,108.29,14.936,0,Động đất,Kon Tum
593,Sét tại Bình Phước,2022-11-17,107.330997,11.80718,0,Sét,Binh Phuoc
594,Động đất tại Hà Giang,2022-11-28,104.989,22.819,0,Động đất,Ha Giang
595,Mưa lớn tại Hà Giang,2022-11-17,105.266105,22.782286,0,Mưa lớn,Ha Giang
596,Sạt lở đất tại Cà Mau,2022-11-27,105.136064,8.824568,0,Sạt lở đất,Ca Mau
597,Sạt lở đất tại Cà Mau,2022-11-27,104.832943,8.580323,0,Sạt lở đất,Ca Mau
598,Mưa lớn gây sạt lở đất tại Thừa Thiên Huế,2022-12-02,107.726857,16.200805,0,Sạt lở đất,Thua Thien Hue
599,Sạt lở đất tại Bình Định,2022-12-18,109.121589,14.374571,0,Sạt lở đất,Binh Đinh
601,Sạt lở đất tại Cà Mau,2022-11-27,105.189985,8.805722,0,Sạt lở đất,Ca Mau
602,Sạt lở đất tại Cà Mau,2022-11-26,104.828149,8.572762,0,Sạt lở đất,Ca Mau
603,Lốc tại Cà Mau,2022-11-25,105.210983,8.802997,0,Lốc,Ca Mau
604,Dông lốc tại Sóc Trăng,2022-12-02,106.151389,9.456446,0,Lốc,Soc Trang
605,Mưa lớn gây lũ tại Thừa Thiên Huế,2022-12-03,107.695296,16.252199,0,Lũ,Thua Thien Hue
606,Mưa lớn tại Quảng Nam,2022-12-02,108.101139,15.709712,0,Mưa lớn,Quang Nam
607,Mưa lớn gây ngập úng tại Thừa Thiên Huế,2022-12-02,107.892068,16.268757,0,Ngập lụt,Thua Thien Hue
608,Lốc tại An Giang,2022-12-03,105.093895,10.692708,0,Lốc,An Giang
609,Dông lốc tại Cà Mau,2022-08-04,105.078795,8.841141,0,Lốc,Ca Mau
610,Động đất tại Kon Tum,2022-12-26,108.158,14.99,0,Động đất,Kon Tum
611,Sạt lở đất tại Bình Định,2022-12-07,109.158534,14.312672,0,Sạt lở đất,Binh Đinh
613,Động đất tại Kon Tum,2022-12-11,108.398,14.733,0,Động đất,Kon Tum
614,Động đất tại Kon Tum,2022-12-11,108.246,14.851,0,Động đất,Kon Tum
615,Động đất tại Kon Tum,2022-12-11,108.412,14.738,0,Động đất,Kon Tum
616,Động đất tại Kon Tum,2022-12-11,108.412,14.738,0,Động đất,Kon Tum
617,Động đất tại Kon Tum,2022-12-11,108.321,14.782,0,Động đất,Kon Tum
618,Động đất tại Kon Tum,2022-12-13,108.306,14.828,0,Động đất,Kon Tum
619,Động đất tại Kon Tum,2022-12-14,108.28,14.812,0,Động đất,Kon Tum
620,Động đất tại Kon Tum,2022-12-14,108.315,14.798,0,Động đất,Kon Tum
621,Động đất tại Kon Tum,2022-12-14,108.22,14.904,0,Động đất,Kon Tum
622,Động đất tại Hòa Bình,2022-12-14,105.112,20.861,0,Động đất,Hoa Binh
623,Động đất tại Kon Tum,2022-12-15,108.23,14.925,0,Động đất,Kon Tum
624,Động đất tại Kon Tum,2022-12-14,108.243,14.82,0,Động đất,Kon Tum
625,Động đất tại Kon Tum,2022-12-15,108.226,14.936,0,Động đất,Kon Tum
626,Động đất tại Kon Tum,2022-12-16,108.184,14.923,0,Động đất,Kon Tum
627,Nước dâng tại Kiên Giang,2022-12-17,103.974584,10.219564,0,Nước dâng,Kien Giang
628,Động đất tại Kon Tum,2022-12-26,108.243,14.936,0,Động đất,Kon Tum
630,Động đất tại Kon Tum,2022-12-26,108.226,14.97,0,Động đất,Kon Tum
631,Động đất tại Kon Tum,2022-12-30,108.32,14.751,0,Động đất,Kon Tum
632,Động đất tại Kon Tum,2022-12-27,108.361,14.746,0,Động đất,Kon Tum
633,Động đất tại Nghệ An,2022-12-28,104.586,19.052,0,Động đất,Nghe An
634,Động đất tại Kon Tum,2022-12-30,108.328,14.761,0,Động đất,Kon Tum
635,Sạt lở đất tại Vĩnh Long,2022-12-29,105.924938,9.959071,0,Sạt lở đất,Vinh Long
636,Động đất tại Nghệ An,2022-12-27,104.594,19.072,0,Động đất,Nghe An
637,Động đất tại Hòa Bình,2022-12-29,105.1,20.858,0,Động đất,Hoa Binh
638,Động đất tại Kon Tum,2022-12-29,108.222,15.0,0,Động đất,Kon Tum
639,Động đất tại Hòa Bình,2022-12-17,105.07,20.882,0,Động đất,Hoa Binh
640,Sạt lở đất tại Cà Mau,2022-06-20,105.235049,8.938473,0,Sạt lở đất,Ca Mau
641,Lũ tại Lạng Sơn,2023-06-23,107.064056,21.780986,0,Lũ,Lang Son
642,Lốc tại Bình Thuận,2023-06-23,108.128996,10.974446,0,Lốc,Binh Thuan
643,Động đất tại Kon Tum,2023-08-29,108.263,14.926,0,Động đất,Kon Tum
644,Động đất tại Kon Tum,2023-12-11,108.347,14.749,0,Động đất,Kon Tum
645,Sạt lở đất tại Bạc Liêu,2023-05-09,105.39336,9.220194,0,Sạt lở đất,Bac Lieu
646,Động đất tại Kon Tum,2023-12-14,108.506,14.712,0,Động đất,Kon Tum
647,Sạt lở đất tại Cà Mau,2023-12-12,105.262307,8.770083,0,Sạt lở đất,Ca Mau
648,Động đất tại Kon Tum,2023-12-14,108.465,14.725,0,Động đất,Kon Tum
649,Động đất tại Kon Tum,2023-07-07,108.335,14.819,0,Động đất,Kon Tum
651,Sạt lở đất tại Cà Mau,2023-05-18,105.291524,9.025556,0,Sạt lở đất,Ca Mau
652,"Dông sét, lốc xoáy tại Bình Thuận",2023-05-18,108.503108,11.283379,0,"Dông lốc, sét, mưa đá",Binh Thuan
653,Sạt lở đất tại Long An,2023-05-09,106.224906,10.581494,0,Sạt lở đất,Long An
654,Sạt lở đất tại Cà Mau,2023-05-22,105.327119,8.944115,0,Sạt lở đất,Ca Mau
655,Mưa lớn tại An Giang,2023-07-07,105.5197757426519,10.460036031125048,0,Mưa lớn,An Giang
656,Động đất tại KonTum,2023-05-19,108.286,14.843,0,Động đất,Kon Tum
657,Động đất tại Kon Tum,2023-07-07,108.245,14.887,0,Động đất,Kon Tum
658,Động đất tại Kon Tum,2023-05-22,108.218,14.858,0,Động đất,Kon Tum
659,Dông lốc tại Cà Mau,2023-05-20,105.351415,9.025725,0,Lốc,Ca Mau
660,Lốc tại Sóc Trăng,2023-05-20,105.808405,9.401422,0,Lốc,Soc Trang
661,Sạt lở đất tại Hậu Giang,2023-05-23,105.77489,9.9136,0,Sạt lở đất,Hau Giang
662,Sạt lở đất tại Bạc Liêu,2023-07-06,105.413001,9.043099,0,Sạt lở đất,Bac Lieu
663,Sạt lở đất tại Cà Mau,2023-05-23,105.185079,8.798411,0,Sạt lở đất,Ca Mau
664,Mưa lớn kèm theo lốc tại Tây Ninh,2023-05-17,106.244334,10.996392,0,Lốc,Tay Ninh
665,Động đất tại Quảng Ngãi,2023-06-27,108.628,14.724,0,Động đất,Quang Ngai
666,Sét tại Nghệ An,2023-07-19,104.69071,19.585067,0,Sét,Nghe An
667,Động đất tại Điện Biên,2023-01-14,103.36,21.619,0,Động đất,Đien Bien
668,Triều cường gây ngập úng tại Cà Mau,2023-01-25,105.088143,8.829382,0,Ngập lụt,Ca Mau
669,Lốc tại Quảng Trị,2023-05-24,107.004185,16.920614,0,Lốc,Quang Tri
670,Động đất tại Kon Tum,2023-06-27,108.31,14.789,0,Động đất,Kon Tum
671,Động đất tại Kon Tum,2023-07-07,108.286,14.885,0,Động đất,Kon Tum
672,Động đất tại Kon Tum,2023-12-17,108.311,14.822,0,Động đất,Kon Tum
673,Động đất tại Kon Tum,2023-12-15,108.265,14.89,0,Động đất,Kon Tum
674,Sạt lở đất tại Sóc Trăng,2023-05-25,106.026758,9.762098,0,Sạt lở đất,Soc Trang
675,Động đất tại Kon Tum,2023-03-13,108.256,14.755,0,Động đất,Kon Tum
676,Động đất tại Kon Tum,2023-06-27,108.319,14.788,0,Động đất,Kon Tum
677,Sạt lở đất tại An Giang,2023-05-26,105.070641,10.828182,0,Sạt lở đất,An Giang
678,Sạt lở đất tại Hậu Giang,2023-05-26,105.750836,9.85298,0,Sạt lở đất,Hau Giang
679,ATNĐ (Suy yếu từ Bão JELAWAT),2023-12-17,111.5,7.5,8,Áp thấp nhiệt đới,Bien Đong
680,Lốc tại Trà Vinh,2023-05-26,106.429592,9.6697,0,Lốc,Tra Vinh
681,Động đất tại Kon Tum,2023-06-27,108.305,14.789,0,Động đất,Kon Tum
682,Động đất tại Kon Tum,2023-06-27,108.275,14.819,0,Động đất,Kon Tum
683,Sạ lở đất tại An Giang,2023-05-26,105.080181,10.90732,0,Sạt lở đất,An Giang
684,Sạt lở đất tại Hậu Giang,2023-05-26,105.817972,9.928196,0,Sạt lở đất,Hau Giang
685,Sét tại Quảng Ninh,2023-06-27,107.111222,20.966929,0,Sét,Quang Ninh
686,Sạt lở đất tại Đồng Tháp,2023-05-28,105.675873,10.47184,0,Sạt lở đất,Đong Thap
687,Mưa lớn tại Bình Thuận,2023-06-25,108.378749,11.231309,0,Mưa lớn,Binh Thuan
688,Triều cường tại Bến Tre,2023-01-25,106.665289,9.893034,0,Ngập lụt,Ben Tre
689,Động đất tại Kon Tum,2023-03-12,108.299,14.811,0,Động đất,Kon Tum
690,Mưa lớn kèm theo sét tại Lào Cai,2023-05-28,104.452199,22.600423,0,"Dông lốc, sét, mưa đá",Lao Cai
691,Động đất tại Kon Tum,2023-03-13,108.219,14.841,0,Động đất,Kon Tum
692,Dông lốc tại Sơn La,2023-05-01,103.671612,21.765619,0,Lốc,Son La
693,Sét tại Thái Bình,2023-05-28,106.491235,20.611919,0,Sét,Thai Binh
694,Động đất tại Kon Tum,2023-05-04,108.267,14.941,0,Động đất,Kon Tum
695,Ngập lụt tại Bình Thuận,2023-05-28,108.059048,11.091794,0,Ngập lụt,Binh Thuan
696,Lốc tại Bình Thuận,2023-04-30,107.596414,11.237733,0,Lốc,Binh Thuan
697,Dông lốc tại Bến Tre,2023-07-17,106.599772,10.024821,0,Lốc,Ben Tre
698,Lốc tại Bình Thuận,2023-12-23,108.502291,11.290112,0,Lốc,Binh Thuan
699,Sạt lở đất tại Lâm Đồng,2023-06-28,108.464577,11.934638,0,Sạt lở đất,Lam Đong
700,Dông lốc tại Gia Lai,2023-06-27,108.123704,13.877022,0,Lốc,Gia Lai
701,Động đất tại Kon Tum,2023-07-10,108.248,14.942,0,Động đất,Kon Tum
702,Sạt lở đất tại Cà Mau,2023-05-27,105.12793007180792,8.822582000968966,0,Sạt lở đất,Ca Mau
703,Mưa lớn tại Cà Mau,2023-05-27,105.14508622703822,9.178083523463,0,Mưa lớn,Ca Mau
704,Sạt lở đất tại An Giang,2023-05-30,105.2884146575802,10.5236704297579,0,Sạt lở đất,An Giang
705,Động đất tại Kon Tum,2023-05-31,108.301,14.798,0,Động đất,Kon Tum
706,Động đất tại Kon Tum,2023-07-07,108.304,14.857,0,Động đất,Kon Tum
707,Động đất tại Kon Tum,2023-07-09,108.171,15.014,0,Động đất,Kon Tum
708,Động đất tại Kon Tum,2023-07-08,108.272,14.934,0,Động đất,Kon Tum
709,Mưa lớn kèm theo lốc tại Tây Ninh,2023-05-26,106.266,11.227,0,Lốc,Tay Ninh
710,Động đất tại Kon Tum,2023-05-31,108.287,14.821,0,Động đất,Kon Tum
711,Động đất tại Kon Tum,2023-12-24,108.352,14.794,0,Động đất,Kon Tum
712,Sạt lở đất tại Cà Mau,2023-05-24,104.964365,8.891963,0,Sạt lở đất,Ca Mau
713,Sạt lở đất tại Cà Mau,2023-05-25,105.037822,8.788901,0,Sạt lở đất,Ca Mau
714,Sạt lở đất tại Cà Mau,2023-05-24,104.951064,8.792172,0,Sạt lở đất,Ca Mau
715,Sạt lở đất tại Cà Mau,2023-05-24,105.196502,8.895094,0,Sạt lở đất,Ca Mau
716,Sạt lở đất tại Cà Mau,2023-05-24,104.956696,8.800111,0,Sạt lở đất,Ca Mau
717,Sạt lở đất tại Cà Mau,2023-05-24,105.045335,8.830748,0,Sạt lở đất,Ca Mau
718,Lốc tại Nghệ An,2023-06-01,104.653796,19.277292,0,Lốc,Nghe An
719,Mưa lớn kèm dông lốc tại Vĩnh Long,2023-07-17,106.082149,10.209567,0,Lốc,Vinh Long
720,Lốc xoáy tại Bình Thuận,2023-02-21,107.94791,11.051799,0,Lốc,Binh Thuan
721,Động đất tại Sơn La,2023-12-24,104.013,21.498,0,Động đất,Son La
723,Sạt lở đất tại Cà Mau,2023-05-24,105.095132,8.868024,0,Sạt lở đất,Ca Mau
724,Sạt lở đất tại Cà Mau,2023-05-24,105.171422,8.865357,0,Sạt lở đất,Ca Mau
725,Sạt lở đất tại Cà Mau,2023-05-31,105.25919,8.854988,0,Sạt lở đất,Ca Mau
726,Sạt lở đất tại Cà Mau,2023-05-24,104.967477,8.866225,0,Sạt lở đất,Ca Mau
727,Sạt lở đất tại Cà Mau,2023-05-24,104.967968,8.878844,0,Sạt lở đất,Ca Mau
728,Động đất tại Kon Tum,2023-12-26,108.278,14.825,0,Động đất,Kon Tum
729,Sạt lở tuyến đê tại Bạc Liêu,2023-02-02,105.826902,9.24516,0,Sạt lở đất,Bac Lieu
730,Dông lốc tại Vĩnh Long,2023-06-29,106.079327,10.199878,0,Lốc,Vinh Long
731,Động đất tại Kon Tum,2023-07-08,108.249,14.955,0,Động đất,Kon Tum
732,Động đất tại Kon Tum,2023-12-26,108.282,14.803,0,Động đất,Kon Tum
733,Dông lốc và mưa đá tại Điện Biên,2023-03-18,103.084222,21.160129,0,"Dông lốc, sét, mưa đá",Đien Bien
734,Lốc xoáy tại Yên Bái,2023-03-21,104.451771,21.675225,0,Lốc,Yen Bai
735,"Dông, lốc, mưa đá tại Nghệ An",2023-03-21,104.96473,19.640096,0,"Dông lốc, sét, mưa đá",Nghe An
736,Mưa lớn kèm lốc xoáy tại Yên Bái,2023-06-02,104.68407,22.20723,0,Mưa lớn,Yen Bai
737,Mưa đá tại Lâm Đồng,2023-03-22,108.549155,12.096379,0,Mưa đá,Lam Đong
738,Sạt lở đất tại An Giang,2023-06-30,105.151369,10.499352,0,Sạt lở đất,An Giang
739,"Dông, lốc, sét tại Hà Giang",2023-06-28,104.983788,22.671708,0,"Dông lốc, sét, mưa đá",Ha Giang
740,Mưa dông tại Phú Thọ,2023-06-02,105.101623,21.331253,0,Mưa lớn,Phu Tho
741,Mưa lớn tại Hà Giang,2023-07-03,105.000415,22.801384,0,Mưa lớn,Ha Giang
742,Mưa kèm dông sét tại Bình Thuận,2023-07-13,108.46462712521168,11.209262813004871,0,"Dông lốc, sét, mưa đá",Binh Thuan
743,Sạt lở đất tại An Giang,2023-06-03,105.514911,10.393122,0,Sạt lở đất,An Giang
744,Động đất tại Quảng Ngãi,2023-06-04,108.606,14.848,0,Động đất,Quang Ngai
745,Lũ quét tại Bình Thuận,2023-06-28,107.936453,11.019994,0,Lũ quét,Binh Thuan
746,Sạt lở đất tại Cà Mau,2023-06-30,105.211763,8.90428,0,Sạt lở đất,Ca Mau
747,Động đất tại Kon Tum,2023-07-08,108.271,14.939,0,Động đất,Kon Tum
748,Động đất tại Kon Tum,2023-06-04,108.115,14.872,0,Động đất,Kon Tum
749,Mưa lớn kèm dông lốc tại Bình Thuận,2023-06-02,107.723897,10.806765,0,Lốc,Binh Thuan
750,Động đất tại Kon Tum,2023-07-14,108.335,14.709,0,Động đất,Kon Tum
751,Lốc tại Sóc Trăng,2023-07-16,105.957465,9.590876,0,Lốc,Soc Trang
752,Lốc tại Kiên Giang,2023-07-16,105.386072,10.440789,0,Lốc,Kien Giang
754,Mưa lớn tại Hòa Bình,2023-06-02,105.353041,20.52138,0,Mưa lớn,Hoa Binh
755,Động đất tại Kon Tum,2023-06-30,108.335,14.783,0,Động đất,Kon Tum
756,Sạt lở đất tại Cà Mau,2023-06-28,104.950483,8.825385,0,Sạt lở đất,Ca Mau
757,Dông lốc tại Tuyên Quang,2023-06-02,105.280979,21.746444,0,Lốc,Tuyen Quang
758,Động đất tại Kon Tum,2023-06-04,108.206,14.869,0,Động đất,Kon Tum
759,Sạt lở đất tại An Giang,2023-06-05,105.458164,10.433693,0,Sạt lở đất,An Giang
760,Ngập tại Bình Thuận,2023-06-02,107.712048,11.222975,0,Ngập lụt,Binh Thuan
761,Mưa lớn tại Đồng Nai,2023-06-04,106.977567,10.768488,0,Mưa lớn,Đong Nai
762,Mưa kèm dông lốc tại Lào Cai,2023-06-02,104.147629,22.065075,0,Mưa lớn,Lao Cai
763,Sạt lở đất tại An Giang,2023-06-05,105.340257,10.514764,0,Sạt lở đất,An Giang
764,Mưa lớn tại Sơn La,2023-06-02,103.684067,21.446619,0,Mưa lớn,Son La
765,Sạt lở đất tại Cà Mau,2023-06-29,105.043177,8.867714,0,Sạt lở đất,Ca Mau
766,Động đất tại Kon Tum,2023-07-07,108.29,14.883,0,Động đất,Kon Tum
767,"Mưa lớn kèm dông, lốc tại Điện Biên",2023-06-02,103.372772,21.075579,0,Mưa lớn,Đien Bien
768,Sét tại Bình Thuận,2023-06-01,108.059266,11.015326,0,Sét,Binh Thuan
769,Lốc tại An Giang,2023-06-04,105.174796,10.903279,0,Lốc,An Giang
770,Lốc tại Sóc Trăng,2023-06-04,106.181401,9.494264,0,Lốc,Soc Trang
771,Lốc tại Cà Mau,2023-07-01,105.077437,9.148893,0,Lốc,Ca Mau
772,Động đất tại Kon Tum,2023-07-07,108.265,14.896,0,Động đất,Kon Tum
774,Lốc tại Đồng Tháp,2023-06-04,105.360416,10.81806,0,Lốc,Đong Thap
775,Lốc tại Quảng Trị,2023-06-05,106.869675,17.005954,0,Lốc,Quang Tri
776,Sạt lở đất tại Cần Thơ,2023-06-05,105.607078,10.103863,0,Sạt lở đất,Can Tho
777,Sạt lở đất tại Bình Thuận,2023-06-04,108.46385,11.219148,0,Sạt lở đất,Binh Thuan
778,Sạt lở đất tại Long An,2023-07-01,106.139108,10.645348,0,Sạt lở đất,Long An
779,Gió mạnh trên vùng biển Bà Rịa - Vũng Tàu,2023-07-17,106.571908,8.60186,0,Gió mạnh trên biển,Ba Ria - Vung Tau
780,Động đất tại Kon Tum,2023-06-05,108.315,14.782,0,Động đất,Kon Tum
781,Động đất tại Kon Tum,2023-07-07,108.259,14.889,0,Động đất,Kon Tum
782,Sạt lở đất tại Hậu Giang,2023-06-05,105.798449,9.923338,0,Sạt lở đất,Hau Giang
783,Sạt lở đất tại Hậu Giang,2023-06-05,105.844321,9.9197,0,Sạt lở đất,Hau Giang
785,Lốc tại Cà Mau,2023-07-16,105.035282,9.283363,0,Lốc,Ca Mau
786,Lốc tại Cà Mau,2023-07-16,104.870534,8.911303,0,Lốc,Ca Mau
787,Sạt lở bờ biển tại Bình Thuận,2023-02-20,108.066112,10.888951,0,Sạt lở đất,Binh Thuan
788,Sạt lở bờ biển tại Bình Thuận,2023-02-28,108.340247,10.957845,0,Sạt lở đất,Binh Thuan
789,Động đất tại Kon Tum,2023-06-06,108.31,14.786,0,Động đất,Kon Tum
790,Dông lốc tại Bạc Liêu,2023-07-16,105.317968,9.25714,0,Lốc,Bac Lieu
791,Ngập lụt tại Bình Thuận,2023-06-05,107.652809,11.247982,0,Ngập lụt,Binh Thuan
792,"Dông lốc, mưa đá tại Nghệ An",2023-03-18,104.307812,19.41143,0,"Dông lốc, sét, mưa đá",Nghe An
793,Sạt lở đất tại Cà Mau,2023-06-06,105.165743,8.901551,0,Sạt lở đất,Ca Mau
795,Sạt lở đất tại Cà Mau,2023-06-06,105.158329,8.896245,0,Sạt lở đất,Ca Mau
796,Sạt lở đất tại Cà Mau,2023-06-06,105.205974,8.896326,0,Sạt lở đất,Ca Mau
797,Lốc tại Vĩnh Long,2023-05-27,106.003881,9.954793,0,Lốc,Vinh Long
798,Động đất tại Kon Tum,2023-01-12,108.256,14.795,0,Động đất,Kon Tum
799,Động đất tại Kon Tum,2023-01-04,108.301,14.775,0,Động đất,Kon Tum
800,Động đất tại Nghệ An,2023-01-06,104.56,19.028,0,Động đất,Nghe An
801,Mưa lớn gây ngập úng tại Bình Định,2023-01-06,109.210618,13.804267,0,Ngập lụt,Binh Đinh
802,Sạt lở đất tại Cà Mau,2023-06-05,105.05313,8.790706,0,Sạt lở đất,Ca Mau
803,Rét hại tại Lai Châu,2022-12-31,102.953214,22.187542,0,Rét hại,Lai Chau
804,Động đất tại Kon Tum,2023-01-08,108.266,14.801,0,Động đất,Kon Tum
805,"Dông lốc sét, mưa đá tại Thái Nguyên",2023-06-04,105.638987,21.892478,0,"Dông lốc, sét, mưa đá",Thai Nguyen
806,Lốc tại Vĩnh Long,2023-06-04,106.042627,10.096236,0,Lốc,Vinh Long
807,Động đất tại Kon Tum,2023-07-07,108.272,14.927,0,Động đất,Kon Tum
808,Động đất tại Kon Tum,2023-01-08,108.257,14.752,0,Động đất,Kon Tum
809,Động đất tại Kon Tum,2023-06-06,108.262,14.868,0,Động đất,Kon Tum
810,Sét tại Điện Biên,2023-06-06,103.099811,20.956226,0,Sét,Đien Bien
811,Sạt lở đất tại Cà Mau,2023-07-16,104.847632,9.351711,0,Sạt lở đất,Ca Mau
812,Động đất tại Kon Tum,2023-01-08,108.298,14.806,0,Động đất,Kon Tum
813,Động đất tại Kon Tum,2023-01-08,108.316,14.802,0,Động đất,Kon Tum
814,Động đất tại Kon Tum,2023-01-10,108.259,14.904,0,Động đất,Kon Tum
815,Gió mạnh trên vùng biển Côn Đảo,2023-07-17,106.619022,8.615777,0,Gió mạnh trên biển,Ba Ria - Vung Tau
816,Động đất tại Kon Tum,2023-01-21,108.211,14.902,0,Động đất,Kon Tum
817,Động đất tại Kon Tum,2023-06-06,108.226,14.935,0,Động đất,Kon Tum
818,Sạt lở đất tại Cà Mau,2023-06-06,105.327597,8.990311,0,Sạt lở đất,Ca Mau
819,Sạt lở đất tại  Cà Mau,2023-06-06,105.330486,8.957324,0,Sạt lở đất,Ca Mau
820,Dông lốc tại Cà Mau,2023-01-25,105.282418,8.800008,0,Lốc,Ca Mau
822,Sạt lở đất tại Cà Mau,2023-06-06,105.168354,8.796955,0,Sạt lở đất,Ca Mau
823,Sạt lở đất tại Cà Mau,2023-06-06,105.296073,8.871134,0,Sạt lở đất,Ca Mau
824,Động đất tại Kon Tum,2023-01-25,108.225,14.852,0,Động đất,Kon Tum
825,Động đất tại Kon Tum,2023-01-25,108.261,14.941,0,Động đất,Kon Tum
826,Động đất tại Kon Tum,2023-01-24,108.191,14.941,0,Động đất,Kon Tum
827,Sét tại Bắc Giang,2023-06-06,106.282755,21.446469,0,Sét,Bac Giang
828,Sạt lở đất tại Cà Mau,2023-06-05,105.32769738797316,9.008137012599938,0,Sạt lở đất,Ca Mau
829,Động đất tại Kon Tum,2023-07-07,108.286,14.921,0,Động đất,Kon Tum
830,Động đất tại Kon Tum,2023-07-07,108.304,14.844,0,Động đất,Kon Tum
833,Mưa lớn tại Yên Bái,2023-10-07,104.567002,21.874461,0,Mưa lớn,Yen Bai
834,Lốc tại Cà Mau,2023-01-26,105.014,8.641,0,Lốc,Ca Mau
837,Sạt lở đất tại An Giang,2023-01-26,105.205701,10.80363,0,Sạt lở đất,An Giang
838,Động đất tại Kon Tum,2023-01-29,108.312,14.765,0,Động đất,Kon Tum
839,Sạt lở đất tại Cà Mau,2023-06-07,104.992947,8.767555,0,Sạt lở đất,Ca Mau
840,Sét tại Hải Dương,2023-07-02,106.39398,21.030145,0,Sét,Hai Duong
841,Sạt lở đất tại Cà Mau,2023-01-05,105.261198,9.006963,0,Sạt lở đất,Ca Mau
842,Sạt lở đất tại Hậu Giang,2023-06-07,105.86064837222276,9.88825658520258,0,Sạt lở đất,Hau Giang
845,Lốc tại Cà Mau,2023-07-01,105.382533,9.061007,0,Lốc,Ca Mau
846,Động đất tại Kon Tum,2023-02-03,108.3,14.8,0,Động đất,Kon Tum
847,Động đất tại Kon Tum,2023-02-09,108.233,14.948,0,Động đất,Kon Tum
848,Sạt lở đất tại An Giang,2023-06-07,105.084913,10.31527,0,Sạt lở đất,An Giang
849,Động đất tại Kon Tum,2023-06-07,108.283,14.838,0,Động đất,Kon Tum
850,Động đất tại Điện Biên,2023-02-05,103.228,21.923,0,Động đất,Đien Bien
851,Ngập lụt do triều cường tại Cà Mau,2023-01-26,105.11545,8.81398,0,Ngập lụt,Ca Mau
852,Ngập lụt do triều cường tại Cà Mau,2023-01-22,104.994861,8.778465,0,Ngập lụt,Ca Mau
853,Động đất tại Điện Biên,2023-02-05,103.112,21.891,0,Động đất,Đien Bien
854,Sạt lở đất tại An Giang,2023-06-07,105.407921,10.416206,0,Sạt lở đất,An Giang
855,Sạt lở đất tại Bạc Liêu,2023-06-07,105.4422905547065,9.310709299064127,0,Sạt lở đất,Bac Lieu
856,Động đất tại Kon Tum,2023-07-07,108.264,14.913,0,Động đất,Kon Tum
857,Sạt lở đất tại Tây Ninh,2023-07-07,105.955158,11.355299,0,Sạt lở đất,Tay Ninh
858,Động đất tại Kon Tum,2023-02-05,108.199,14.906,0,Động đất,Kon Tum
859,Động đất tại Kon Tum,2023-02-05,108.185,14.939,0,Động đất,Kon Tum
860,"Dông, lốc, sét mưa đá tại Điện Biên",2023-02-04,103.023876,21.393034,0,"Dông lốc, sét, mưa đá",Đien Bien
861,Sạt lở đất tại Cà Mau,2023-06-07,105.21401396910544,8.799721522393654,0,Sạt lở đất,Ca Mau
862,Động đất tại Lai Châu,2023-02-04,103.2,22.389,0,Động đất,Lai Chau
863,Sạt lở đất tại Cà Mau,2023-06-05,104.908364,8.730422,0,Sạt lở đất,Ca Mau
864,Động đất tại Kon Tum,2023-02-04,108.256,14.789,0,Động đất,Kon Tum
865,Mưa lớn gây ngập úng tại Bình Thuận,2023-06-05,107.613053,11.234122,0,Ngập lụt,Binh Thuan
866,Động đất tại Kon Tum,2023-02-06,108.239,14.851,0,Động đất,Kon Tum
867,Động đất tại Điện Biên,2023-02-05,103.22,21.92,0,Động đất,Đien Bien
868,Sạt lở đất tại Hậu Giang,2023-06-09,105.811731,9.91768,0,Sạt lở đất,Hau Giang
869,Mưa lớn tại Thái Nguyên,2023-07-03,105.687134,21.851423,0,Mưa lớn,Thai Nguyen
870,Dông lốc tại Cà Mau,2023-07-17,105.130553,9.181016,0,Lốc,Ca Mau
871,Động đất tại Kon Tum,2023-02-07,108.207,14.895,0,Động đất,Kon Tum
872,Động đất tại Kon Tum,2023-02-07,108.207,14.895,0,Động đất,Kon Tum
873,Động đất tại Kon Tum,2023-02-07,108.181,14.927,0,Động đất,Kon Tum
874,Động đất tại Kon Tum,2023-02-13,107.777,14.887,0,Động đất,Kon Tum
876,Động đất tại Kon Tum,2023-02-10,108.191,14.936,0,Động đất,Kon Tum
877,Mưa lớn tại Điện Biên,2023-06-08,103.353663,21.907814,0,Sạt lở đất,Đien Bien
878,Mưa lớn tại TT.Huế,2023-02-14,107.491639,16.662185,0,Mưa lớn,Thua Thien Hue
879,Sạt lở đất tại Long An,2023-06-09,106.681833,10.601337,0,Sạt lở đất,Long An
880,Động đất tại Kon Tum,2023-02-12,108.22,14.967,0,Động đất,Kon Tum
881,Động đất tại Quảng Nam,2023-02-11,108.071,15.073,0,Động đất,Quang Nam
882,Động đất tại Kon Tum,2023-02-14,108.236,14.859,0,Động đất,Kon Tum
883,Lốc xoáy tại Bình Thuận,2023-03-01,108.208399,10.950215,0,Lốc,Binh Thuan
884,Động đất tại Kon Tum,2023-02-15,108.22,14.848,0,Động đất,Kon Tum
885,Sạt lở đất tại Trà Vinh,2023-02-20,106.358759,9.9702,0,Sạt lở đất,Tra Vinh
886,Động đất tại Kon Tum,2023-02-16,108.318,14.754,0,Động đất,Kon Tum
